location,population,date,human_development_index,total_cases,total_deaths,infected_death_percentage
Maldives,540542,"2020-01-01 00:00:00",0.740,599,4,0.668
Maldives,540542,"2020-01-02 00:00:00",0.740,511,3,0.587
Maldives,540542,"2020-01-03 00:00:00",0.740,459,0,0.000
Maldives,540542,"2020-01-04 00:00:00",0.740,422,1,0.237
Maldives,540542,"2020-01-05 00:00:00",0.740,473,2,0.423
Maldives,540542,"2020-01-06 00:00:00",0.740,401,3,0.748
Maldives,540542,"2020-01-07 00:00:00",0.740,295,1,0.339
Maldives,540542,"2020-01-08 00:00:00",0.740,477,1,0.210
Maldives,540542,"2020-01-09 00:00:00",0.740,459,3,0.654
Maldives,540542,"2020-01-10 00:00:00",0.740,419,1,0.239
Maldives,540542,"2020-01-11 00:00:00",0.740,363,3,0.826
Maldives,540542,"2020-01-12 00:00:00",0.740,404,1,0.248
Maldives,540542,"2020-01-13 00:00:00",0.740,439,2,0.456
Maldives,540542,"2020-01-14 00:00:00",0.740,359,4,1.114
Maldives,540542,"2020-01-15 00:00:00",0.740,420,1,0.238
Maldives,540542,"2020-01-16 00:00:00",0.740,513,2,0.390
Maldives,540542,"2020-01-17 00:00:00",0.740,331,3,0.906
Maldives,540542,"2020-01-18 00:00:00",0.740,384,2,0.521
Maldives,540542,"2020-01-19 00:00:00",0.740,450,0,0.000
Maldives,540542,"2020-01-20 00:00:00",0.740,502,0,0.000
Maldives,540542,"2020-01-21 00:00:00",0.740,430,3,0.698
Maldives,540542,"2020-01-22 00:00:00",0.740,373,1,0.268
Maldives,540542,"2020-01-23 00:00:00",0.740,481,0,0.000
Maldives,540542,"2020-01-24 00:00:00",0.740,447,1,0.224
Maldives,540542,"2020-01-25 00:00:00",0.740,528,1,0.189
Maldives,540542,"2020-01-26 00:00:00",0.740,442,1,0.226
Maldives,540542,"2020-01-27 00:00:00",0.740,385,0,0.000
Maldives,540542,"2020-01-28 00:00:00",0.740,489,0,0.000
Maldives,540542,"2020-01-29 00:00:00",0.740,430,1,0.233
Maldives,540542,"2020-01-30 00:00:00",0.740,724,2,0.276
Maldives,540542,"2020-01-31 00:00:00",0.740,348,1,0.287
Maldives,540542,"2021-01-01 00:00:00",0.740,748,0,0.000
Maldives,540542,"2021-01-02 00:00:00",0.740,463,0,0.000
Maldives,540542,"2021-01-03 00:00:00",0.740,393,2,0.509
Maldives,540542,"2021-01-04 00:00:00",0.740,459,2,0.436
Maldives,540542,"2021-01-05 00:00:00",0.740,417,0,0.000
Maldives,540542,"2021-01-06 00:00:00",0.740,389,0,0.000
Maldives,540542,"2021-01-07 00:00:00",0.740,417,2,0.480
Maldives,540542,"2021-01-08 00:00:00",0.740,416,0,0.000
Maldives,540542,"2021-01-09 00:00:00",0.740,464,1,0.216
Maldives,540542,"2021-01-10 00:00:00",0.740,342,0,0.000
Maldives,540542,"2021-01-11 00:00:00",0.740,453,0,0.000
Maldives,540542,"2021-01-12 00:00:00",0.740,377,1,0.265
Maldives,540542,"2021-01-13 00:00:00",0.740,420,1,0.238
Maldives,540542,"2021-01-14 00:00:00",0.740,341,0,0.000
Maldives,540542,"2021-01-15 00:00:00",0.740,364,0,0.000
Maldives,540542,"2021-01-16 00:00:00",0.740,415,1,0.241
Maldives,540542,"2021-01-17 00:00:00",0.740,495,1,0.202
Maldives,540542,"2021-01-18 00:00:00",0.740,574,1,0.174
Maldives,540542,"2021-01-19 00:00:00",0.740,480,1,0.208
Maldives,540542,"2021-01-20 00:00:00",0.740,467,3,0.642
Maldives,540542,"2021-01-21 00:00:00",0.740,603,2,0.332
Maldives,540542,"2021-01-22 00:00:00",0.740,539,0,0.000
Maldives,540542,"2021-01-23 00:00:00",0.740,610,0,0.000
Maldives,540542,"2021-01-24 00:00:00",0.740,589,1,0.170
Maldives,540542,"2021-01-25 00:00:00",0.740,708,0,0.000
Maldives,540542,"2021-01-26 00:00:00",0.740,752,0,0.000
Maldives,540542,"2021-01-27 00:00:00",0.740,813,1,0.123
Maldives,540542,"2021-01-28 00:00:00",0.740,887,2,0.225
Maldives,540542,"2021-01-29 00:00:00",0.740,583,1,0.172
Maldives,540542,"2021-01-30 00:00:00",0.740,754,0,0.000
Maldives,540542,"2021-01-31 00:00:00",0.740,346,2,0.578
Mali,20250834,"2020-01-01 00:00:00",0.434,169,6,3.550
Mali,20250834,"2020-01-02 00:00:00",0.434,274,2,0.730
Mali,20250834,"2020-01-03 00:00:00",0.434,157,3,1.911
Mali,20250834,"2020-01-04 00:00:00",0.434,216,11,5.093
Mali,20250834,"2020-01-05 00:00:00",0.434,262,8,3.053
Mali,20250834,"2020-01-06 00:00:00",0.434,178,5,2.809
Mali,20250834,"2020-01-07 00:00:00",0.434,281,12,4.270
Mali,20250834,"2020-01-08 00:00:00",0.434,268,13,4.851
Mali,20250834,"2020-01-09 00:00:00",0.434,154,6,3.896
Mali,20250834,"2020-01-10 00:00:00",0.434,322,8,2.484
Mali,20250834,"2020-01-11 00:00:00",0.434,166,4,2.410
Mali,20250834,"2020-01-12 00:00:00",0.434,201,11,5.473
Mali,20250834,"2020-01-13 00:00:00",0.434,202,14,6.931
Mali,20250834,"2020-01-14 00:00:00",0.434,236,12,5.085
Mali,20250834,"2020-01-15 00:00:00",0.434,204,6,2.941
Mali,20250834,"2020-01-16 00:00:00",0.434,285,6,2.105
Mali,20250834,"2020-01-17 00:00:00",0.434,170,9,5.294
Mali,20250834,"2020-01-18 00:00:00",0.434,264,4,1.515
Mali,20250834,"2020-01-19 00:00:00",0.434,194,9,4.639
Mali,20250834,"2020-01-20 00:00:00",0.434,176,6,3.409
Mali,20250834,"2020-01-21 00:00:00",0.434,157,9,5.732
Mali,20250834,"2020-01-22 00:00:00",0.434,239,11,4.603
Mali,20250834,"2020-01-23 00:00:00",0.434,220,11,5.000
Mali,20250834,"2020-01-24 00:00:00",0.434,290,11,3.793
Mali,20250834,"2020-01-25 00:00:00",0.434,247,13,5.263
Mali,20250834,"2020-01-26 00:00:00",0.434,226,11,4.867
Mali,20250834,"2020-01-27 00:00:00",0.434,278,9,3.237
Mali,20250834,"2020-01-28 00:00:00",0.434,328,7,2.134
Mali,20250834,"2020-01-29 00:00:00",0.434,278,14,5.036
Mali,20250834,"2020-01-30 00:00:00",0.434,344,17,4.942
Mali,20250834,"2020-01-31 00:00:00",0.434,104,1,0.962
Mali,20250834,"2021-01-01 00:00:00",0.434,293,5,1.706
Mali,20250834,"2021-01-02 00:00:00",0.434,150,12,8.000
Mali,20250834,"2021-01-03 00:00:00",0.434,208,5,2.404
Mali,20250834,"2021-01-04 00:00:00",0.434,190,2,1.053
Mali,20250834,"2021-01-05 00:00:00",0.434,183,10,5.464
Mali,20250834,"2021-01-06 00:00:00",0.434,250,6,2.400
Mali,20250834,"2021-01-07 00:00:00",0.434,151,5,3.311
Mali,20250834,"2021-01-08 00:00:00",0.434,536,7,1.306
Mali,20250834,"2021-01-09 00:00:00",0.434,203,7,3.448
Mali,20250834,"2021-01-10 00:00:00",0.434,455,4,0.879
Mali,20250834,"2021-01-11 00:00:00",0.434,290,6,2.069
Mali,20250834,"2021-01-12 00:00:00",0.434,216,11,5.093
Mali,20250834,"2021-01-13 00:00:00",0.434,281,5,1.779
Mali,20250834,"2021-01-14 00:00:00",0.434,363,4,1.102
Mali,20250834,"2021-01-15 00:00:00",0.434,306,8,2.614
Mali,20250834,"2021-01-16 00:00:00",0.434,243,6,2.469
Mali,20250834,"2021-01-17 00:00:00",0.434,224,6,2.679
Mali,20250834,"2021-01-18 00:00:00",0.434,158,6,3.797
Mali,20250834,"2021-01-19 00:00:00",0.434,177,17,9.605
Mali,20250834,"2021-01-20 00:00:00",0.434,229,7,3.057
Mali,20250834,"2021-01-21 00:00:00",0.434,171,11,6.433
Mali,20250834,"2021-01-22 00:00:00",0.434,167,9,5.389
Mali,20250834,"2021-01-23 00:00:00",0.434,224,7,3.125
Mali,20250834,"2021-01-24 00:00:00",0.434,185,2,1.081
Mali,20250834,"2021-01-25 00:00:00",0.434,166,10,6.024
Mali,20250834,"2021-01-26 00:00:00",0.434,123,12,9.756
Mali,20250834,"2021-01-27 00:00:00",0.434,156,4,2.564
Mali,20250834,"2021-01-28 00:00:00",0.434,186,6,3.226
Mali,20250834,"2021-01-29 00:00:00",0.434,92,10,10.870
Mali,20250834,"2021-01-30 00:00:00",0.434,126,4,3.175
Mali,20250834,"2021-01-31 00:00:00",0.434,66,1,1.515
Malta,441539,"2020-01-01 00:00:00",0.895,349,6,1.719
Malta,441539,"2020-01-02 00:00:00",0.895,435,10,2.299
Malta,441539,"2020-01-03 00:00:00",0.895,333,1,0.300
Malta,441539,"2020-01-04 00:00:00",0.895,322,3,0.932
Malta,441539,"2020-01-05 00:00:00",0.895,419,7,1.671
Malta,441539,"2020-01-06 00:00:00",0.895,336,6,1.786
Malta,441539,"2020-01-07 00:00:00",0.895,499,6,1.202
Malta,441539,"2020-01-08 00:00:00",0.895,279,5,1.792
Malta,441539,"2020-01-09 00:00:00",0.895,415,6,1.446
Malta,441539,"2020-01-10 00:00:00",0.895,448,7,1.563
Malta,441539,"2020-01-11 00:00:00",0.895,437,11,2.517
Malta,441539,"2020-01-12 00:00:00",0.895,390,2,0.513
Malta,441539,"2020-01-13 00:00:00",0.895,443,9,2.032
Malta,441539,"2020-01-14 00:00:00",0.895,449,9,2.004
Malta,441539,"2020-01-15 00:00:00",0.895,419,6,1.432
Malta,441539,"2020-01-16 00:00:00",0.895,443,4,0.903
Malta,441539,"2020-01-17 00:00:00",0.895,509,5,0.982
Malta,441539,"2020-01-18 00:00:00",0.895,507,4,0.789
Malta,441539,"2020-01-19 00:00:00",0.895,442,7,1.584
Malta,441539,"2020-01-20 00:00:00",0.895,451,9,1.996
Malta,441539,"2020-01-21 00:00:00",0.895,502,11,2.191
Malta,441539,"2020-01-22 00:00:00",0.895,411,5,1.217
Malta,441539,"2020-01-23 00:00:00",0.895,388,9,2.320
Malta,441539,"2020-01-24 00:00:00",0.895,427,9,2.108
Malta,441539,"2020-01-25 00:00:00",0.895,384,9,2.344
Malta,441539,"2020-01-26 00:00:00",0.895,457,10,2.188
Malta,441539,"2020-01-27 00:00:00",0.895,354,10,2.825
Malta,441539,"2020-01-28 00:00:00",0.895,372,11,2.957
Malta,441539,"2020-01-29 00:00:00",0.895,439,8,1.822
Malta,441539,"2020-01-30 00:00:00",0.895,462,10,2.165
Malta,441539,"2020-01-31 00:00:00",0.895,253,4,1.581
Malta,441539,"2021-01-01 00:00:00",0.895,486,5,1.029
Malta,441539,"2021-01-02 00:00:00",0.895,607,6,0.988
Malta,441539,"2021-01-03 00:00:00",0.895,518,7,1.351
Malta,441539,"2021-01-04 00:00:00",0.895,623,7,1.124
Malta,441539,"2021-01-05 00:00:00",0.895,554,12,2.166
Malta,441539,"2021-01-06 00:00:00",0.895,767,4,0.522
Malta,441539,"2021-01-07 00:00:00",0.895,511,10,1.957
Malta,441539,"2021-01-08 00:00:00",0.895,584,3,0.514
Malta,441539,"2021-01-09 00:00:00",0.895,743,5,0.673
Malta,441539,"2021-01-10 00:00:00",0.895,898,6,0.668
Malta,441539,"2021-01-11 00:00:00",0.895,633,4,0.632
Malta,441539,"2021-01-12 00:00:00",0.895,780,8,1.026
Malta,441539,"2021-01-13 00:00:00",0.895,700,7,1.000
Malta,441539,"2021-01-14 00:00:00",0.895,585,5,0.855
Malta,441539,"2021-01-15 00:00:00",0.895,617,6,0.972
Malta,441539,"2021-01-16 00:00:00",0.895,617,9,1.459
Malta,441539,"2021-01-17 00:00:00",0.895,618,10,1.618
Malta,441539,"2021-01-18 00:00:00",0.895,599,7,1.169
Malta,441539,"2021-01-19 00:00:00",0.895,593,2,0.337
Malta,441539,"2021-01-20 00:00:00",0.895,609,11,1.806
Malta,441539,"2021-01-21 00:00:00",0.895,529,5,0.945
Malta,441539,"2021-01-22 00:00:00",0.895,560,5,0.893
Malta,441539,"2021-01-23 00:00:00",0.895,463,6,1.296
Malta,441539,"2021-01-24 00:00:00",0.895,463,5,1.080
Malta,441539,"2021-01-25 00:00:00",0.895,522,7,1.341
Malta,441539,"2021-01-26 00:00:00",0.895,514,8,1.556
Malta,441539,"2021-01-27 00:00:00",0.895,568,6,1.056
Malta,441539,"2021-01-28 00:00:00",0.895,553,7,1.266
Malta,441539,"2021-01-29 00:00:00",0.895,275,4,1.455
Malta,441539,"2021-01-30 00:00:00",0.895,207,3,1.449
Malta,441539,"2021-01-31 00:00:00",0.895,222,4,1.802
"Marshall Islands",59194,"2020-01-01 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-02 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-03 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-04 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-05 00:00:00",0.704,-1,NULL,NULL
"Marshall Islands",59194,"2020-01-06 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-07 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-08 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-09 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-10 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-11 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-12 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-13 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-14 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-15 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-16 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-17 00:00:00",0.704,3,NULL,NULL
"Marshall Islands",59194,"2020-01-18 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-19 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-20 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-21 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-22 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-23 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-24 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-25 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-26 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-27 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-28 00:00:00",0.704,2,NULL,NULL
"Marshall Islands",59194,"2020-01-29 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-30 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2020-01-31 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-01 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-02 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-03 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-04 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-05 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-06 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-07 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-08 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-09 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-10 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-11 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-12 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-13 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-14 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-15 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-16 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-17 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-18 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-19 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-20 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-21 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-22 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-23 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-24 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-25 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-26 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-27 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-28 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-29 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-30 00:00:00",0.704,0,NULL,NULL
"Marshall Islands",59194,"2021-01-31 00:00:00",0.704,0,NULL,NULL
Mauritania,4649660,"2020-01-01 00:00:00",0.546,316,0,0.000
Mauritania,4649660,"2020-01-02 00:00:00",0.546,391,12,3.069
Mauritania,4649660,"2020-01-03 00:00:00",0.546,420,6,1.429
Mauritania,4649660,"2020-01-04 00:00:00",0.546,416,6,1.442
Mauritania,4649660,"2020-01-05 00:00:00",0.546,399,8,2.005
Mauritania,4649660,"2020-01-06 00:00:00",0.546,331,13,3.927
Mauritania,4649660,"2020-01-07 00:00:00",0.546,434,14,3.226
Mauritania,4649660,"2020-01-08 00:00:00",0.546,338,11,3.254
Mauritania,4649660,"2020-01-09 00:00:00",0.546,387,14,3.618
Mauritania,4649660,"2020-01-10 00:00:00",0.546,441,20,4.535
Mauritania,4649660,"2020-01-11 00:00:00",0.546,585,4,0.684
Mauritania,4649660,"2020-01-12 00:00:00",0.546,544,19,3.493
Mauritania,4649660,"2020-01-13 00:00:00",0.546,474,6,1.266
Mauritania,4649660,"2020-01-14 00:00:00",0.546,408,7,1.716
Mauritania,4649660,"2020-01-15 00:00:00",0.546,513,15,2.924
Mauritania,4649660,"2020-01-16 00:00:00",0.546,540,12,2.222
Mauritania,4649660,"2020-01-17 00:00:00",0.546,509,13,2.554
Mauritania,4649660,"2020-01-18 00:00:00",0.546,623,16,2.568
Mauritania,4649660,"2020-01-19 00:00:00",0.546,621,18,2.899
Mauritania,4649660,"2020-01-20 00:00:00",0.546,468,15,3.205
Mauritania,4649660,"2020-01-21 00:00:00",0.546,492,9,1.829
Mauritania,4649660,"2020-01-22 00:00:00",0.546,456,6,1.316
Mauritania,4649660,"2020-01-23 00:00:00",0.546,521,10,1.919
Mauritania,4649660,"2020-01-24 00:00:00",0.546,518,6,1.158
Mauritania,4649660,"2020-01-25 00:00:00",0.546,536,21,3.918
Mauritania,4649660,"2020-01-26 00:00:00",0.546,524,12,2.290
Mauritania,4649660,"2020-01-27 00:00:00",0.546,462,8,1.732
Mauritania,4649660,"2020-01-28 00:00:00",0.546,428,14,3.271
Mauritania,4649660,"2020-01-29 00:00:00",0.546,516,10,1.938
Mauritania,4649660,"2020-01-30 00:00:00",0.546,482,11,2.282
Mauritania,4649660,"2020-01-31 00:00:00",0.546,271,11,4.059
Mauritania,4649660,"2021-01-01 00:00:00",0.546,285,2,0.702
Mauritania,4649660,"2021-01-02 00:00:00",0.546,167,5,2.994
Mauritania,4649660,"2021-01-03 00:00:00",0.546,178,7,3.933
Mauritania,4649660,"2021-01-04 00:00:00",0.546,126,3,2.381
Mauritania,4649660,"2021-01-05 00:00:00",0.546,173,7,4.046
Mauritania,4649660,"2021-01-06 00:00:00",0.546,185,7,3.784
Mauritania,4649660,"2021-01-07 00:00:00",0.546,150,6,4.000
Mauritania,4649660,"2021-01-08 00:00:00",0.546,197,5,2.538
Mauritania,4649660,"2021-01-09 00:00:00",0.546,153,1,0.654
Mauritania,4649660,"2021-01-10 00:00:00",0.546,144,1,0.694
Mauritania,4649660,"2021-01-11 00:00:00",0.546,141,3,2.128
Mauritania,4649660,"2021-01-12 00:00:00",0.546,154,5,3.247
Mauritania,4649660,"2021-01-13 00:00:00",0.546,129,6,4.651
Mauritania,4649660,"2021-01-14 00:00:00",0.546,136,5,3.676
Mauritania,4649660,"2021-01-15 00:00:00",0.546,117,4,3.419
Mauritania,4649660,"2021-01-16 00:00:00",0.546,117,2,1.709
Mauritania,4649660,"2021-01-17 00:00:00",0.546,117,3,2.564
Mauritania,4649660,"2021-01-18 00:00:00",0.546,88,3,3.409
Mauritania,4649660,"2021-01-19 00:00:00",0.546,120,4,3.333
Mauritania,4649660,"2021-01-20 00:00:00",0.546,108,3,2.778
Mauritania,4649660,"2021-01-21 00:00:00",0.546,99,3,3.030
Mauritania,4649660,"2021-01-22 00:00:00",0.546,117,5,4.274
Mauritania,4649660,"2021-01-23 00:00:00",0.546,98,5,5.102
Mauritania,4649660,"2021-01-24 00:00:00",0.546,133,2,1.504
Mauritania,4649660,"2021-01-25 00:00:00",0.546,84,1,1.190
Mauritania,4649660,"2021-01-26 00:00:00",0.546,105,3,2.857
Mauritania,4649660,"2021-01-27 00:00:00",0.546,98,2,2.041
Mauritania,4649660,"2021-01-28 00:00:00",0.546,95,3,3.158
Mauritania,4649660,"2021-01-29 00:00:00",0.546,89,1,1.124
Mauritania,4649660,"2021-01-30 00:00:00",0.546,85,1,1.176
Mauritania,4649660,"2021-01-31 00:00:00",0.546,50,0,0.000
Mauritius,1271767,"2020-01-01 00:00:00",0.804,24,1,4.167
Mauritius,1271767,"2020-01-02 00:00:00",0.804,20,1,5.000
Mauritius,1271767,"2020-01-03 00:00:00",0.804,17,0,0.000
Mauritius,1271767,"2020-01-04 00:00:00",0.804,11,0,0.000
Mauritius,1271767,"2020-01-05 00:00:00",0.804,36,0,0.000
Mauritius,1271767,"2020-01-06 00:00:00",0.804,26,0,0.000
Mauritius,1271767,"2020-01-07 00:00:00",0.804,27,0,0.000
Mauritius,1271767,"2020-01-08 00:00:00",0.804,14,0,0.000
Mauritius,1271767,"2020-01-09 00:00:00",0.804,41,0,0.000
Mauritius,1271767,"2020-01-10 00:00:00",0.804,4,2,50.000
Mauritius,1271767,"2020-01-11 00:00:00",0.804,1,0,0.000
Mauritius,1271767,"2020-01-12 00:00:00",0.804,29,0,0.000
Mauritius,1271767,"2020-01-13 00:00:00",0.804,5,0,0.000
Mauritius,1271767,"2020-01-14 00:00:00",0.804,9,0,0.000
Mauritius,1271767,"2020-01-15 00:00:00",0.804,23,0,0.000
Mauritius,1271767,"2020-01-16 00:00:00",0.804,15,0,0.000
Mauritius,1271767,"2020-01-17 00:00:00",0.804,1,0,0.000
Mauritius,1271767,"2020-01-18 00:00:00",0.804,7,0,0.000
Mauritius,1271767,"2020-01-19 00:00:00",0.804,5,0,0.000
Mauritius,1271767,"2020-01-20 00:00:00",0.804,9,0,0.000
Mauritius,1271767,"2020-01-21 00:00:00",0.804,2,1,50.000
Mauritius,1271767,"2020-01-22 00:00:00",0.804,27,1,3.704
Mauritius,1271767,"2020-01-23 00:00:00",0.804,21,0,0.000
Mauritius,1271767,"2020-01-24 00:00:00",0.804,11,0,0.000
Mauritius,1271767,"2020-01-25 00:00:00",0.804,10,0,0.000
Mauritius,1271767,"2020-01-26 00:00:00",0.804,39,0,0.000
Mauritius,1271767,"2020-01-27 00:00:00",0.804,25,1,4.000
Mauritius,1271767,"2020-01-28 00:00:00",0.804,8,0,0.000
Mauritius,1271767,"2020-01-29 00:00:00",0.804,4,1,25.000
Mauritius,1271767,"2020-01-30 00:00:00",0.804,40,0,0.000
Mauritius,1271767,"2020-01-31 00:00:00",0.804,16,2,12.500
Mauritius,1271767,"2021-01-01 00:00:00",0.804,33,0,0.000
Mauritius,1271767,"2021-01-02 00:00:00",0.804,57,0,0.000
Mauritius,1271767,"2021-01-03 00:00:00",0.804,10,0,0.000
Mauritius,1271767,"2021-01-04 00:00:00",0.804,13,0,0.000
Mauritius,1271767,"2021-01-05 00:00:00",0.804,14,0,0.000
Mauritius,1271767,"2021-01-06 00:00:00",0.804,31,0,0.000
Mauritius,1271767,"2021-01-07 00:00:00",0.804,39,0,0.000
Mauritius,1271767,"2021-01-08 00:00:00",0.804,13,0,0.000
Mauritius,1271767,"2021-01-09 00:00:00",0.804,13,0,0.000
Mauritius,1271767,"2021-01-10 00:00:00",0.804,8,0,0.000
Mauritius,1271767,"2021-01-11 00:00:00",0.804,31,0,0.000
Mauritius,1271767,"2021-01-12 00:00:00",0.804,49,3,6.122
Mauritius,1271767,"2021-01-13 00:00:00",0.804,34,0,0.000
Mauritius,1271767,"2021-01-14 00:00:00",0.804,6,0,0.000
Mauritius,1271767,"2021-01-15 00:00:00",0.804,12,0,0.000
Mauritius,1271767,"2021-01-16 00:00:00",0.804,13,0,0.000
Mauritius,1271767,"2021-01-17 00:00:00",0.804,5,0,0.000
Mauritius,1271767,"2021-01-18 00:00:00",0.804,15,0,0.000
Mauritius,1271767,"2021-01-19 00:00:00",0.804,25,0,0.000
Mauritius,1271767,"2021-01-20 00:00:00",0.804,3,0,0.000
Mauritius,1271767,"2021-01-21 00:00:00",0.804,10,0,0.000
Mauritius,1271767,"2021-01-22 00:00:00",0.804,5,1,20.000
Mauritius,1271767,"2021-01-23 00:00:00",0.804,24,0,0.000
Mauritius,1271767,"2021-01-24 00:00:00",0.804,25,0,0.000
Mauritius,1271767,"2021-01-25 00:00:00",0.804,15,0,0.000
Mauritius,1271767,"2021-01-26 00:00:00",0.804,18,1,5.556
Mauritius,1271767,"2021-01-27 00:00:00",0.804,1,0,0.000
Mauritius,1271767,"2021-01-28 00:00:00",0.804,63,0,0.000
Mauritius,1271767,"2021-01-29 00:00:00",0.804,26,0,0.000
Mauritius,1271767,"2021-01-30 00:00:00",0.804,39,0,0.000
Mauritius,1271767,"2021-01-31 00:00:00",0.804,32,2,6.250
Mexico,128932753,"2020-01-01 00:00:00",0.779,44511,4109,9.231
Mexico,128932753,"2020-01-02 00:00:00",0.779,41676,3519,8.444
Mexico,128932753,"2020-01-03 00:00:00",0.779,44060,4117,9.344
Mexico,128932753,"2020-01-04 00:00:00",0.779,46400,4387,9.455
Mexico,128932753,"2020-01-05 00:00:00",0.779,68167,6379,9.358
Mexico,128932753,"2020-01-06 00:00:00",0.779,39819,3383,8.496
Mexico,128932753,"2020-01-07 00:00:00",0.779,40062,3593,8.969
Mexico,128932753,"2020-01-08 00:00:00",0.779,46336,4155,8.967
Mexico,128932753,"2020-01-09 00:00:00",0.779,44980,3776,8.395
Mexico,128932753,"2020-01-10 00:00:00",0.779,46291,4262,9.207
Mexico,128932753,"2020-01-11 00:00:00",0.779,48260,4154,8.608
Mexico,128932753,"2020-01-12 00:00:00",0.779,44936,3789,8.432
Mexico,128932753,"2020-01-13 00:00:00",0.779,40648,3375,8.303
Mexico,128932753,"2020-01-14 00:00:00",0.779,38806,3737,9.630
Mexico,128932753,"2020-01-15 00:00:00",0.779,43600,4086,9.372
Mexico,128932753,"2020-01-16 00:00:00",0.779,42410,3635,8.571
Mexico,128932753,"2020-01-17 00:00:00",0.779,40607,3403,8.380
Mexico,128932753,"2020-01-18 00:00:00",0.779,46970,4251,9.050
Mexico,128932753,"2020-01-19 00:00:00",0.779,45123,3850,8.532
Mexico,128932753,"2020-01-20 00:00:00",0.779,42088,3599,8.551
