location,population,date,human_development_index,total_cases,total_deaths,infected_death_percentage
Croatia,4105268,"2020-01-26 00:00:00",0.851,5947,141,2.371
Croatia,4105268,"2020-01-27 00:00:00",0.851,6814,136,1.996
Croatia,4105268,"2020-01-28 00:00:00",0.851,7277,157,2.157
Croatia,4105268,"2020-01-29 00:00:00",0.851,7668,144,1.878
Croatia,4105268,"2020-01-30 00:00:00",0.851,7149,170,2.378
Croatia,4105268,"2020-01-31 00:00:00",0.851,5451,78,1.431
Croatia,4105268,"2021-01-01 00:00:00",0.851,3777,99,2.621
Croatia,4105268,"2021-01-02 00:00:00",0.851,3398,112,3.296
Croatia,4105268,"2021-01-03 00:00:00",0.851,4407,109,2.473
Croatia,4105268,"2021-01-04 00:00:00",0.851,2920,114,3.904
Croatia,4105268,"2021-01-05 00:00:00",0.851,2348,100,4.259
Croatia,4105268,"2021-01-06 00:00:00",0.851,3713,111,2.989
Croatia,4105268,"2021-01-07 00:00:00",0.851,2881,109,3.783
Croatia,4105268,"2021-01-08 00:00:00",0.851,4480,122,2.723
Croatia,4105268,"2021-01-09 00:00:00",0.851,4774,126,2.639
Croatia,4105268,"2021-01-10 00:00:00",0.851,4720,78,1.653
Croatia,4105268,"2021-01-11 00:00:00",0.851,3000,109,3.633
Croatia,4105268,"2021-01-12 00:00:00",0.851,2375,99,4.168
Croatia,4105268,"2021-01-13 00:00:00",0.851,4273,91,2.130
Croatia,4105268,"2021-01-14 00:00:00",0.851,4838,112,2.315
Croatia,4105268,"2021-01-15 00:00:00",0.851,3839,105,2.735
Croatia,4105268,"2021-01-16 00:00:00",0.851,4426,112,2.531
Croatia,4105268,"2021-01-17 00:00:00",0.851,4953,95,1.918
Croatia,4105268,"2021-01-18 00:00:00",0.851,3301,119,3.605
Croatia,4105268,"2021-01-19 00:00:00",0.851,2430,93,3.827
Croatia,4105268,"2021-01-20 00:00:00",0.851,4625,92,1.989
Croatia,4105268,"2021-01-21 00:00:00",0.851,4987,105,2.105
Croatia,4105268,"2021-01-22 00:00:00",0.851,3750,111,2.960
Croatia,4105268,"2021-01-23 00:00:00",0.851,4427,110,2.485
Croatia,4105268,"2021-01-24 00:00:00",0.851,5466,94,1.720
Croatia,4105268,"2021-01-25 00:00:00",0.851,3605,93,2.580
Croatia,4105268,"2021-01-26 00:00:00",0.851,3165,104,3.286
Croatia,4105268,"2021-01-27 00:00:00",0.851,4964,109,2.196
Croatia,4105268,"2021-01-28 00:00:00",0.851,5200,110,2.115
Croatia,4105268,"2021-01-29 00:00:00",0.851,3300,86,2.606
Croatia,4105268,"2021-01-30 00:00:00",0.851,4045,84,2.077
Croatia,4105268,"2021-01-31 00:00:00",0.851,2959,48,1.622
Cuba,11326616,"2020-01-01 00:00:00",0.783,383,5,1.305
Cuba,11326616,"2020-01-02 00:00:00",0.783,341,6,1.760
Cuba,11326616,"2020-01-03 00:00:00",0.783,411,3,0.730
Cuba,11326616,"2020-01-04 00:00:00",0.783,358,3,0.838
Cuba,11326616,"2020-01-05 00:00:00",0.783,303,3,0.990
Cuba,11326616,"2020-01-06 00:00:00",0.783,306,3,0.980
Cuba,11326616,"2020-01-07 00:00:00",0.783,380,7,1.842
Cuba,11326616,"2020-01-08 00:00:00",0.783,295,4,1.356
Cuba,11326616,"2020-01-09 00:00:00",0.783,429,3,0.699
Cuba,11326616,"2020-01-10 00:00:00",0.783,385,5,1.299
Cuba,11326616,"2020-01-11 00:00:00",0.783,330,3,0.909
Cuba,11326616,"2020-01-12 00:00:00",0.783,355,7,1.972
Cuba,11326616,"2020-01-13 00:00:00",0.783,288,5,1.736
Cuba,11326616,"2020-01-14 00:00:00",0.783,285,-1,-0.351
Cuba,11326616,"2020-01-15 00:00:00",0.783,363,3,0.826
Cuba,11326616,"2020-01-16 00:00:00",0.783,368,5,1.359
Cuba,11326616,"2020-01-17 00:00:00",0.783,368,5,1.359
Cuba,11326616,"2020-01-18 00:00:00",0.783,414,5,1.208
Cuba,11326616,"2020-01-19 00:00:00",0.783,385,6,1.558
Cuba,11326616,"2020-01-20 00:00:00",0.783,381,4,1.050
Cuba,11326616,"2020-01-21 00:00:00",0.783,349,6,1.719
Cuba,11326616,"2020-01-22 00:00:00",0.783,449,7,1.559
Cuba,11326616,"2020-01-23 00:00:00",0.783,393,6,1.527
Cuba,11326616,"2020-01-24 00:00:00",0.783,490,8,1.633
Cuba,11326616,"2020-01-25 00:00:00",0.783,436,3,0.688
Cuba,11326616,"2020-01-26 00:00:00",0.783,372,8,2.151
Cuba,11326616,"2020-01-27 00:00:00",0.783,463,6,1.296
Cuba,11326616,"2020-01-28 00:00:00",0.783,548,4,0.730
Cuba,11326616,"2020-01-29 00:00:00",0.783,486,3,0.617
Cuba,11326616,"2020-01-30 00:00:00",0.783,381,8,2.100
Cuba,11326616,"2020-01-31 00:00:00",0.783,368,3,0.815
Cuba,11326616,"2021-01-01 00:00:00",0.783,2923,5,0.171
Cuba,11326616,"2021-01-02 00:00:00",0.783,3287,10,0.304
Cuba,11326616,"2021-01-03 00:00:00",0.783,3035,10,0.329
Cuba,11326616,"2021-01-04 00:00:00",0.783,3101,13,0.419
Cuba,11326616,"2021-01-05 00:00:00",0.783,2912,9,0.309
Cuba,11326616,"2021-01-06 00:00:00",0.783,2802,12,0.428
Cuba,11326616,"2021-01-07 00:00:00",0.783,2953,11,0.373
Cuba,11326616,"2021-01-08 00:00:00",0.783,2784,5,0.180
Cuba,11326616,"2021-01-09 00:00:00",0.783,3003,11,0.366
Cuba,11326616,"2021-01-10 00:00:00",0.783,3058,18,0.589
Cuba,11326616,"2021-01-11 00:00:00",0.783,3018,16,0.530
Cuba,11326616,"2021-01-12 00:00:00",0.783,2926,18,0.615
Cuba,11326616,"2021-01-13 00:00:00",0.783,3137,17,0.542
Cuba,11326616,"2021-01-14 00:00:00",0.783,3184,22,0.691
Cuba,11326616,"2021-01-15 00:00:00",0.783,3000,12,0.400
Cuba,11326616,"2021-01-16 00:00:00",0.783,3174,21,0.662
Cuba,11326616,"2021-01-17 00:00:00",0.783,3227,23,0.713
Cuba,11326616,"2021-01-18 00:00:00",0.783,2941,25,0.850
Cuba,11326616,"2021-01-19 00:00:00",0.783,2984,16,0.536
Cuba,11326616,"2021-01-20 00:00:00",0.783,3282,21,0.640
Cuba,11326616,"2021-01-21 00:00:00",0.783,3249,20,0.616
Cuba,11326616,"2021-01-22 00:00:00",0.783,3293,23,0.698
Cuba,11326616,"2021-01-23 00:00:00",0.783,3418,21,0.614
Cuba,11326616,"2021-01-24 00:00:00",0.783,3179,23,0.723
Cuba,11326616,"2021-01-25 00:00:00",0.783,3238,20,0.618
Cuba,11326616,"2021-01-26 00:00:00",0.783,3431,16,0.466
Cuba,11326616,"2021-01-27 00:00:00",0.783,3578,16,0.447
Cuba,11326616,"2021-01-28 00:00:00",0.783,3191,19,0.595
Cuba,11326616,"2021-01-29 00:00:00",0.783,2509,22,0.877
Cuba,11326616,"2021-01-30 00:00:00",0.783,2964,19,0.641
Cuba,11326616,"2021-01-31 00:00:00",0.783,2063,4,0.194
Curacao,164100,"2021-01-01 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-02 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-03 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-04 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-05 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-06 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-07 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-08 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-09 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-10 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-11 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-12 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-13 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-14 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-15 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-16 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-17 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-18 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-19 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-20 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-21 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-22 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-23 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-24 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-25 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-26 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-27 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-28 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-29 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-30 00:00:00",NULL,NULL,NULL,NULL
Curacao,164100,"2021-01-31 00:00:00",NULL,NULL,NULL,NULL
Cyprus,875899,"2020-01-01 00:00:00",0.887,615,2,0.325
Cyprus,875899,"2020-01-02 00:00:00",0.887,583,5,0.858
Cyprus,875899,"2020-01-03 00:00:00",0.887,606,3,0.495
Cyprus,875899,"2020-01-04 00:00:00",0.887,532,3,0.564
Cyprus,875899,"2020-01-05 00:00:00",0.887,672,-2,-0.298
Cyprus,875899,"2020-01-06 00:00:00",0.887,563,6,1.066
Cyprus,875899,"2020-01-07 00:00:00",0.887,806,12,1.489
Cyprus,875899,"2020-01-08 00:00:00",0.887,611,-2,-0.327
Cyprus,875899,"2020-01-09 00:00:00",0.887,201,2,0.995
Cyprus,875899,"2020-01-10 00:00:00",0.887,652,4,0.613
Cyprus,875899,"2020-01-11 00:00:00",0.887,242,5,2.066
Cyprus,875899,"2020-01-12 00:00:00",0.887,1101,7,0.636
Cyprus,875899,"2020-01-13 00:00:00",0.887,972,9,0.926
Cyprus,875899,"2020-01-14 00:00:00",0.887,670,5,0.746
Cyprus,875899,"2020-01-15 00:00:00",0.887,617,2,0.324
Cyprus,875899,"2020-01-16 00:00:00",0.887,654,2,0.306
Cyprus,875899,"2020-01-17 00:00:00",0.887,484,0,0.000
Cyprus,875899,"2020-01-18 00:00:00",0.887,752,2,0.266
Cyprus,875899,"2020-01-19 00:00:00",0.887,1217,4,0.329
Cyprus,875899,"2020-01-20 00:00:00",0.887,625,4,0.640
Cyprus,875899,"2020-01-21 00:00:00",0.887,735,5,0.680
Cyprus,875899,"2020-01-22 00:00:00",0.887,424,3,0.708
Cyprus,875899,"2020-01-23 00:00:00",0.887,1416,8,0.565
Cyprus,875899,"2020-01-24 00:00:00",0.887,882,8,0.907
Cyprus,875899,"2020-01-25 00:00:00",0.887,459,3,0.654
Cyprus,875899,"2020-01-26 00:00:00",0.887,386,3,0.777
Cyprus,875899,"2020-01-27 00:00:00",0.887,778,4,0.514
Cyprus,875899,"2020-01-28 00:00:00",0.887,1184,1,0.084
Cyprus,875899,"2020-01-29 00:00:00",0.887,1269,4,0.315
Cyprus,875899,"2020-01-30 00:00:00",0.887,1105,5,0.452
Cyprus,875899,"2020-01-31 00:00:00",0.887,206,2,0.971
Cyprus,875899,"2021-01-01 00:00:00",0.887,1530,15,0.980
Cyprus,875899,"2021-01-02 00:00:00",0.887,1748,4,0.229
Cyprus,875899,"2021-01-03 00:00:00",0.887,1395,3,0.215
Cyprus,875899,"2021-01-04 00:00:00",0.887,1596,7,0.439
Cyprus,875899,"2021-01-05 00:00:00",0.887,1540,4,0.260
Cyprus,875899,"2021-01-06 00:00:00",0.887,1562,7,0.448
Cyprus,875899,"2021-01-07 00:00:00",0.887,1374,6,0.437
Cyprus,875899,"2021-01-08 00:00:00",0.887,1545,5,0.324
Cyprus,875899,"2021-01-09 00:00:00",0.887,1453,6,0.413
Cyprus,875899,"2021-01-10 00:00:00",0.887,1313,10,0.762
Cyprus,875899,"2021-01-11 00:00:00",0.887,1292,7,0.542
Cyprus,875899,"2021-01-12 00:00:00",0.887,1283,8,0.624
Cyprus,875899,"2021-01-13 00:00:00",0.887,1346,8,0.594
Cyprus,875899,"2021-01-14 00:00:00",0.887,1099,6,0.546
Cyprus,875899,"2021-01-15 00:00:00",0.887,1506,10,0.664
Cyprus,875899,"2021-01-16 00:00:00",0.887,1435,6,0.418
Cyprus,875899,"2021-01-17 00:00:00",0.887,1446,9,0.622
Cyprus,875899,"2021-01-18 00:00:00",0.887,1506,9,0.598
Cyprus,875899,"2021-01-19 00:00:00",0.887,1461,5,0.342
Cyprus,875899,"2021-01-20 00:00:00",0.887,1633,2,0.122
Cyprus,875899,"2021-01-21 00:00:00",0.887,1450,3,0.207
Cyprus,875899,"2021-01-22 00:00:00",0.887,1590,5,0.314
Cyprus,875899,"2021-01-23 00:00:00",0.887,1559,6,0.385
Cyprus,875899,"2021-01-24 00:00:00",0.887,1461,7,0.479
Cyprus,875899,"2021-01-25 00:00:00",0.887,1422,2,0.141
Cyprus,875899,"2021-01-26 00:00:00",0.887,1353,5,0.370
Cyprus,875899,"2021-01-27 00:00:00",0.887,1465,7,0.478
Cyprus,875899,"2021-01-28 00:00:00",0.887,1612,9,0.558
Cyprus,875899,"2021-01-29 00:00:00",0.887,1147,4,0.349
Cyprus,875899,"2021-01-30 00:00:00",0.887,552,2,0.362
Cyprus,875899,"2021-01-31 00:00:00",0.887,540,2,0.370
Czechia,10708982,"2020-01-01 00:00:00",0.900,16218,328,2.022
Czechia,10708982,"2020-01-02 00:00:00",0.900,18935,371,1.959
Czechia,10708982,"2020-01-03 00:00:00",0.900,20627,414,2.007
Czechia,10708982,"2020-01-04 00:00:00",0.900,23989,342,1.426
Czechia,10708982,"2020-01-05 00:00:00",0.900,19174,323,1.685
Czechia,10708982,"2020-01-06 00:00:00",0.900,19676,302,1.535
Czechia,10708982,"2020-01-07 00:00:00",0.900,14383,251,1.745
Czechia,10708982,"2020-01-08 00:00:00",0.900,15129,370,2.446
Czechia,10708982,"2020-01-09 00:00:00",0.900,18538,327,1.764
Czechia,10708982,"2020-01-10 00:00:00",0.900,25610,445,1.738
Czechia,10708982,"2020-01-11 00:00:00",0.900,19985,414,2.072
Czechia,10708982,"2020-01-12 00:00:00",0.900,20581,372,1.807
Czechia,10708982,"2020-01-13 00:00:00",0.900,20731,326,1.573
Czechia,10708982,"2020-01-14 00:00:00",0.900,17386,308,1.772
Czechia,10708982,"2020-01-15 00:00:00",0.900,19049,362,1.900
Czechia,10708982,"2020-01-16 00:00:00",0.900,27158,413,1.521
Czechia,10708982,"2020-01-17 00:00:00",0.900,24945,385,1.543
Czechia,10708982,"2020-01-18 00:00:00",0.900,21030,395,1.878
Czechia,10708982,"2020-01-19 00:00:00",0.900,26384,352,1.334
Czechia,10708982,"2020-01-20 00:00:00",0.900,24889,330,1.326
Czechia,10708982,"2020-01-21 00:00:00",0.900,24123,308,1.277
Czechia,10708982,"2020-01-22 00:00:00",0.900,26741,385,1.440
Czechia,10708982,"2020-01-23 00:00:00",0.900,33575,425,1.266
Czechia,10708982,"2020-01-24 00:00:00",0.900,36404,387,1.063
Czechia,10708982,"2020-01-25 00:00:00",0.900,18304,345,1.885
Czechia,10708982,"2020-01-26 00:00:00",0.900,22314,446,1.999
Czechia,10708982,"2020-01-27 00:00:00",0.900,25561,484,1.894
Czechia,10708982,"2020-01-28 00:00:00",0.900,22333,344,1.540
Czechia,10708982,"2020-01-29 00:00:00",0.900,28081,446,1.588
Czechia,10708982,"2020-01-30 00:00:00",0.900,37541,543,1.446
Czechia,10708982,"2020-01-31 00:00:00",0.900,29267,337,1.151
Czechia,10708982,"2021-01-01 00:00:00",0.900,27772,510,1.836
Czechia,10708982,"2021-01-02 00:00:00",0.900,29071,680,2.339
Czechia,10708982,"2021-01-03 00:00:00",0.900,34840,613,1.759
Czechia,10708982,"2021-01-04 00:00:00",0.900,33320,518,1.555
Czechia,10708982,"2021-01-05 00:00:00",0.900,37684,646,1.714
Czechia,10708982,"2021-01-06 00:00:00",0.900,40554,677,1.669
Czechia,10708982,"2021-01-07 00:00:00",0.900,37335,610,1.634
Czechia,10708982,"2021-01-08 00:00:00",0.900,28322,579,2.044
Czechia,10708982,"2021-01-09 00:00:00",0.900,36671,758,2.067
Czechia,10708982,"2021-01-10 00:00:00",0.900,38931,637,1.636
Czechia,10708982,"2021-01-11 00:00:00",0.900,30572,600,1.963
Czechia,10708982,"2021-01-12 00:00:00",0.900,30628,694,2.266
Czechia,10708982,"2021-01-13 00:00:00",0.900,38647,665,1.721
Czechia,10708982,"2021-01-14 00:00:00",0.900,28139,514,1.827
Czechia,10708982,"2021-01-15 00:00:00",0.900,17999,538,2.989
Czechia,10708982,"2021-01-16 00:00:00",0.900,31893,732,2.295
Czechia,10708982,"2021-01-17 00:00:00",0.900,35188,613,1.742
Czechia,10708982,"2021-01-18 00:00:00",0.900,27191,499,1.835
Czechia,10708982,"2021-01-19 00:00:00",0.900,30863,691,2.239
Czechia,10708982,"2021-01-20 00:00:00",0.900,34021,665,1.955
Czechia,10708982,"2021-01-21 00:00:00",0.900,29038,478,1.646
Czechia,10708982,"2021-01-22 00:00:00",0.900,12266,492,4.011
Czechia,10708982,"2021-01-23 00:00:00",0.900,30659,668,2.179
Czechia,10708982,"2021-01-24 00:00:00",0.900,33696,504,1.496
Czechia,10708982,"2021-01-25 00:00:00",0.900,26369,471,1.786
Czechia,10708982,"2021-01-26 00:00:00",0.900,30323,558,1.840
Czechia,10708982,"2021-01-27 00:00:00",0.900,34309,580,1.691
Czechia,10708982,"2021-01-28 00:00:00",0.900,23654,460,1.945
Czechia,10708982,"2021-01-29 00:00:00",0.900,12228,362,2.960
Czechia,10708982,"2021-01-30 00:00:00",0.900,17190,379,2.205
Czechia,10708982,"2021-01-31 00:00:00",0.900,12724,296,2.326
"Democratic Republic of Congo",89561404,"2020-01-01 00:00:00",0.480,452,11,2.434
"Democratic Republic of Congo",89561404,"2020-01-02 00:00:00",0.480,528,7,1.326
"Democratic Republic of Congo",89561404,"2020-01-03 00:00:00",0.480,520,16,3.077
"Democratic Republic of Congo",89561404,"2020-01-04 00:00:00",0.480,494,12,2.429
"Democratic Republic of Congo",89561404,"2020-01-05 00:00:00",0.480,429,8,1.865
"Democratic Republic of Congo",89561404,"2020-01-06 00:00:00",0.480,514,5,0.973
"Democratic Republic of Congo",89561404,"2020-01-07 00:00:00",0.480,408,10,2.451
"Democratic Republic of Congo",89561404,"2020-01-08 00:00:00",0.480,518,6,1.158
"Democratic Republic of Congo",89561404,"2020-01-09 00:00:00",0.480,740,21,2.838
"Democratic Republic of Congo",89561404,"2020-01-10 00:00:00",0.480,527,12,2.277
"Democratic Republic of Congo",89561404,"2020-01-11 00:00:00",0.480,457,3,0.656
"Democratic Republic of Congo",89561404,"2020-01-12 00:00:00",0.480,562,10,1.779
"Democratic Republic of Congo",89561404,"2020-01-13 00:00:00",0.480,377,23,6.101
"Democratic Republic of Congo",89561404,"2020-01-14 00:00:00",0.480,392,15,3.827
"Democratic Republic of Congo",89561404,"2020-01-15 00:00:00",0.480,284,14,4.930
"Democratic Republic of Congo",89561404,"2020-01-16 00:00:00",0.480,870,42,4.828
"Democratic Republic of Congo",89561404,"2020-01-17 00:00:00",0.480,442,11,2.489
"Democratic Republic of Congo",89561404,"2020-01-18 00:00:00",0.480,449,6,1.336
"Democratic Republic of Congo",89561404,"2020-01-19 00:00:00",0.480,890,13,1.461
"Democratic Republic of Congo",89561404,"2020-01-20 00:00:00",0.480,622,9,1.447
"Democratic Republic of Congo",89561404,"2020-01-21 00:00:00",0.480,646,12,1.858
"Democratic Republic of Congo",89561404,"2020-01-22 00:00:00",0.480,501,12,2.395
"Democratic Republic of Congo",89561404,"2020-01-23 00:00:00",0.480,686,202,29.446
"Democratic Republic of Congo",89561404,"2020-01-24 00:00:00",0.480,701,18,2.568
"Democratic Republic of Congo",89561404,"2020-01-25 00:00:00",0.480,730,10,1.370
"Democratic Republic of Congo",89561404,"2020-01-26 00:00:00",0.480,769,14,1.821
"Democratic Republic of Congo",89561404,"2020-01-27 00:00:00",0.480,426,15,3.521
"Democratic Republic of Congo",89561404,"2020-01-28 00:00:00",0.480,633,10,1.580
"Democratic Republic of Congo",89561404,"2020-01-29 00:00:00",0.480,742,21,2.830
"Democratic Republic of Congo",89561404,"2020-01-30 00:00:00",0.480,834,13,1.559
"Democratic Republic of Congo",89561404,"2020-01-31 00:00:00",0.480,515,10,1.942
"Democratic Republic of Congo",89561404,"2021-01-01 00:00:00",0.480,368,4,1.087
"Democratic Republic of Congo",89561404,"2021-01-02 00:00:00",0.480,456,10,2.193
"Democratic Republic of Congo",89561404,"2021-01-03 00:00:00",0.480,515,1,0.194
"Democratic Republic of Congo",89561404,"2021-01-04 00:00:00",0.480,217,6,2.765
"Democratic Republic of Congo",89561404,"2021-01-05 00:00:00",0.480,273,0,0.000
"Democratic Republic of Congo",89561404,"2021-01-06 00:00:00",0.480,505,2,0.396
"Democratic Republic of Congo",89561404,"2021-01-07 00:00:00",0.480,470,13,2.766
"Democratic Republic of Congo",89561404,"2021-01-08 00:00:00",0.480,453,1,0.221
"Democratic Republic of Congo",89561404,"2021-01-09 00:00:00",0.480,384,3,0.781
"Democratic Republic of Congo",89561404,"2021-01-10 00:00:00",0.480,481,2,0.416
"Democratic Republic of Congo",89561404,"2021-01-11 00:00:00",0.480,217,8,3.687
"Democratic Republic of Congo",89561404,"2021-01-12 00:00:00",0.480,424,11,2.594
"Democratic Republic of Congo",89561404,"2021-01-13 00:00:00",0.480,599,8,1.336
"Democratic Republic of Congo",89561404,"2021-01-14 00:00:00",0.480,656,0,0.000
"Democratic Republic of Congo",89561404,"2021-01-15 00:00:00",0.480,286,2,0.699
"Democratic Republic of Congo",89561404,"2021-01-16 00:00:00",0.480,287,9,3.136
"Democratic Republic of Congo",89561404,"2021-01-17 00:00:00",0.480,581,1,0.172
"Democratic Republic of Congo",89561404,"2021-01-18 00:00:00",0.480,444,7,1.577
"Democratic Republic of Congo",89561404,"2021-01-19 00:00:00",0.480,316,6,1.899
"Democratic Republic of Congo",89561404,"2021-01-20 00:00:00",0.480,518,8,1.544
"Democratic Republic of Congo",89561404,"2021-01-21 00:00:00",0.480,330,4,1.212
"Democratic Republic of Congo",89561404,"2021-01-22 00:00:00",0.480,399,7,1.754
"Democratic Republic of Congo",89561404,"2021-01-23 00:00:00",0.480,179,7,3.911
"Democratic Republic of Congo",89561404,"2021-01-24 00:00:00",0.480,329,11,3.343
"Democratic Republic of Congo",89561404,"2021-01-25 00:00:00",0.480,232,0,0.000
"Democratic Republic of Congo",89561404,"2021-01-26 00:00:00",0.480,741,7,0.945
"Democratic Republic of Congo",89561404,"2021-01-27 00:00:00",0.480,414,12,2.899
"Democratic Republic of Congo",89561404,"2021-01-28 00:00:00",0.480,375,12,3.200
"Democratic Republic of Congo",89561404,"2021-01-29 00:00:00",0.480,259,0,0.000
"Democratic Republic of Congo",89561404,"2021-01-30 00:00:00",0.480,254,13,5.118
"Democratic Republic of Congo",89561404,"2021-01-31 00:00:00",0.480,233,0,0.000
Denmark,5792203,"2020-01-01 00:00:00",0.940,3379,38,1.125
Denmark,5792203,"2020-01-02 00:00:00",0.940,3610,47,1.302
Denmark,5792203,"2020-01-03 00:00:00",0.940,4263,38,0.891
Denmark,5792203,"2020-01-04 00:00:00",0.940,3686,48,1.302
Denmark,5792203,"2020-01-05 00:00:00",0.940,4540,48,1.057
Denmark,5792203,"2020-01-06 00:00:00",0.940,4330,30,0.693
Denmark,5792203,"2020-01-07 00:00:00",0.940,4390,40,0.911
Denmark,5792203,"2020-01-08 00:00:00",0.940,4248,39,0.918
Denmark,5792203,"2020-01-09 00:00:00",0.940,4521,30,0.664
Denmark,5792203,"2020-01-10 00:00:00",0.940,5846,36,0.616
Denmark,5792203,"2020-01-11 00:00:00",0.940,5319,32,0.602
Denmark,5792203,"2020-01-12 00:00:00",0.940,5926,21,0.354
Denmark,5792203,"2020-01-13 00:00:00",0.940,5015,33,0.658
Denmark,5792203,"2020-01-14 00:00:00",0.940,5772,32,0.554
Denmark,5792203,"2020-01-15 00:00:00",0.940,5275,28,0.531
Denmark,5792203,"2020-01-16 00:00:00",0.940,5833,37,0.634
Denmark,5792203,"2020-01-17 00:00:00",0.940,7152,46,0.643
Denmark,5792203,"2020-01-18 00:00:00",0.940,7143,31,0.434
Denmark,5792203,"2020-01-19 00:00:00",0.940,6097,35,0.574
Denmark,5792203,"2020-01-20 00:00:00",0.940,5618,41,0.730
Denmark,5792203,"2020-01-21 00:00:00",0.940,5970,42,0.704
Denmark,5792203,"2020-01-22 00:00:00",0.940,5302,42,0.792
Denmark,5792203,"2020-01-23 00:00:00",0.940,6324,59,0.933
Denmark,5792203,"2020-01-24 00:00:00",0.940,6156,51,0.828
Denmark,5792203,"2020-01-25 00:00:00",0.940,6320,47,0.744
Denmark,5792203,"2020-01-26 00:00:00",0.940,5156,47,0.912
Denmark,5792203,"2020-01-27 00:00:00",0.940,5238,47,0.897
Denmark,5792203,"2020-01-28 00:00:00",0.940,6032,66,1.094
Denmark,5792203,"2020-01-29 00:00:00",0.940,5543,48,0.866
Denmark,5792203,"2020-01-30 00:00:00",0.940,6253,59,0.944
Denmark,5792203,"2020-01-31 00:00:00",0.940,3859,60,1.555
Denmark,5792203,"2021-01-01 00:00:00",0.940,4098,52,1.269
Denmark,5792203,"2021-01-02 00:00:00",0.940,3252,41,1.261
Denmark,5792203,"2021-01-03 00:00:00",0.940,2920,46,1.575
Denmark,5792203,"2021-01-04 00:00:00",0.940,3753,34,0.906
Denmark,5792203,"2021-01-05 00:00:00",0.940,3528,52,1.474
Denmark,5792203,"2021-01-06 00:00:00",0.940,3557,47,1.321
Denmark,5792203,"2021-01-07 00:00:00",0.940,3407,43,1.262
Denmark,5792203,"2021-01-08 00:00:00",0.940,3237,33,1.019
Denmark,5792203,"2021-01-09 00:00:00",0.940,3337,53,1.588
Denmark,5792203,"2021-01-10 00:00:00",0.940,4478,43,0.960
Denmark,5792203,"2021-01-11 00:00:00",0.940,3270,45,1.376
Denmark,5792203,"2021-01-12 00:00:00",0.940,2663,42,1.577
Denmark,5792203,"2021-01-13 00:00:00",0.940,2809,47,1.673
Denmark,5792203,"2021-01-14 00:00:00",0.940,1502,10,0.666
Denmark,5792203,"2021-01-15 00:00:00",0.940,4009,73,1.821
Denmark,5792203,"2021-01-16 00:00:00",0.940,2713,39,1.438
Denmark,5792203,"2021-01-17 00:00:00",0.940,2814,37,1.315
Denmark,5792203,"2021-01-18 00:00:00",0.940,2963,37,1.249
Denmark,5792203,"2021-01-19 00:00:00",0.940,2861,44,1.538
Denmark,5792203,"2021-01-20 00:00:00",0.940,2634,47,1.784
Denmark,5792203,"2021-01-21 00:00:00",0.940,2716,45,1.657
Denmark,5792203,"2021-01-22 00:00:00",0.940,3388,41,1.210
Denmark,5792203,"2021-01-23 00:00:00",0.940,2364,34,1.438
Denmark,5792203,"2021-01-24 00:00:00",0.940,-177,19,-10.734
Denmark,5792203,"2021-01-25 00:00:00",0.940,2654,39,1.469
Denmark,5792203,"2021-01-26 00:00:00",0.940,2677,26,0.971
Denmark,5792203,"2021-01-27 00:00:00",0.940,2152,29,1.348
Denmark,5792203,"2021-01-28 00:00:00",0.940,2930,27,0.922
